condition,layer,token_slot,mean_logprob,std_logprob,mean_prob,std_prob,count
caption,21,B_content,-9.72614028453827,1.403519524661982,0.0001501001044036725,0.0002528242770356165,100
caption,21,none,-9.96760841846466,1.3599752934266676,0.00010587859653027469,0.0001490642899661554,100
caption,21,user,-11.568919548988342,1.487621706544938,2.8225079219939292e-05,6.226218904436795e-05,100
caption,21,user_text,-10.451842970848084,1.6056659909335878,8.662925282985078e-05,0.0001575179975526385,100
caption,21,vision,-9.940843539237976,1.3598204796149473,0.00011161149311325804,0.00016297777451118286,100
caption,21,vision_half1,-9.929306273460389,1.365284083389969,0.00011177088087673695,0.0001612986445176301,100
caption,21,vision_half2,-10.000101037025452,1.3708959291135139,0.00010323473791179035,0.00014251354168854418,100
caption,22,A_content,-8.472082414627074,1.8425200202984737,0.0009584094259989843,0.0021695264551116235,100
caption,22,B_content,-8.130772576332092,1.769376289356217,0.0012246108494024946,0.0028370469601914387,100
caption,22,none,-8.093860087394715,1.641083922119547,0.0011068463210223256,0.002377009959169308,100
caption,22,user,-10.943687968254089,1.6175616869772471,7.71305133515924e-05,0.0002598618284410765,100
caption,22,user_text,-9.587973794937135,1.7267468752791644,0.0002567365029022323,0.0005982800837814642,100
caption,22,vision,-8.100213499069215,1.6190372430696514,0.0011484347210349733,0.0025784204542008554,100
caption,22,vision_half1,-8.12365246295929,1.650031586299432,0.0011202303821341766,0.002491378606712323,100
caption,22,vision_half2,-8.143198499679565,1.6472721221221136,0.0010675389893471006,0.002321475369539532,100
caption,23,A_content,-7.137084577083588,1.8980638219315462,0.0033035244107717638,0.00648343065388299,100
caption,23,B_content,-6.615023186206818,1.810417878758379,0.004741766913905207,0.008944612452624076,100
caption,23,none,-6.416127316951751,1.6386600225253387,0.005293679665164784,0.010003693734385925,100
caption,23,user,-9.792004566192627,1.5751016855399536,0.0002194600378343139,0.0005904895320027673,100
caption,23,user_text,-8.361143946647644,1.6915578135869143,0.0007550575244776575,0.0014587157307526756,100
caption,23,vision,-6.349231781959534,1.579144167946459,0.0059099055105125906,0.011716380767659051,100
caption,23,vision_half1,-6.474788539409637,1.6454555589553417,0.005210933891913434,0.010187177253968114,100
caption,23,vision_half2,-6.46392715215683,1.6432780216903105,0.0051300004118048125,0.009756508099291695,100
caption,24,A_content,-5.432113437652588,1.500896880582637,0.010971210603520862,0.017102308797082626,100
caption,24,B_content,-5.076247444152832,1.3927567587029126,0.013747758695880474,0.01945855262401749,100
caption,24,none,-4.879757304191589,1.2556051287879293,0.015423118849892887,0.02179506514857504,100
caption,24,user,-8.670052590370178,1.446588641278208,0.0005672378906120867,0.0014367278493826155,100
caption,24,user_text,-7.2397837066650395,1.576449551189822,0.0019511309536520498,0.003080154107833668,100
caption,24,vision,-4.837002894878387,1.2111382091338425,0.016308530195454626,0.024723462652722072,100
caption,24,vision_half1,-4.915387966632843,1.2536914734224034,0.015166231131137811,0.02234919899478294,100
caption,24,vision_half2,-4.903776624202728,1.250401360135714,0.015085343695819476,0.021580770396327553,100
caption,25,A_content,-4.517764045000076,1.5163948697212632,0.025193848911712936,0.03401106825912995,100
caption,25,B_content,-4.0806942296028135,1.3042027349185692,0.03207834688429125,0.03733475672966688,100
caption,25,none,-3.7925924074649813,1.1667380234262208,0.03879462020979636,0.04347141501534778,100
caption,25,user,-7.696686520576477,1.6025458673222093,0.0015388930049866974,0.0032556911991924445,100
caption,25,user_text,-6.418113813400269,1.683084036274795,0.0051097882063136655,0.009135141981012835,100
caption,25,vision,-3.7035092437267303,1.1173138273688994,0.04211939373226369,0.049175230171297754,100
caption,25,vision_half1,-3.8238368606567383,1.177646192199038,0.03814847927450711,0.04405439898620866,100
caption,25,vision_half2,-3.8088055408000945,1.1679218845065211,0.03823863809895318,0.04299902153822455,100
caption,26,A_content,-3.1238350760936737,1.3654092459602563,0.08550502864660336,0.08921844645633636,100
caption,26,B_content,-2.5601652908325194,1.1142189526897675,0.11860981028763132,0.09821629018968252,100
caption,26,none,-2.0632237935066224,0.7807260737325236,0.1665625733211743,0.11674862150779093,100
caption,26,user,-5.824078156948089,1.5189348013248007,0.008082902447823889,0.014062520480921051,100
caption,26,user_text,-4.881147131919861,1.5693598046438086,0.01974420929043779,0.028736688689705872,100
caption,26,vision,-2.0478695756196976,0.7690082436966116,0.1680801775015194,0.1167982056904781,100
caption,26,vision_half1,-2.075578173995018,0.7794651654421259,0.16457112382589884,0.11607116578297866,100
caption,26,vision_half2,-2.068736320137978,0.7806914942468417,0.1658418252858508,0.11695136655948041,100
caption,27,A_content,-2.860003191828728,1.154358047727738,0.09393010931906627,0.08340950442773815,100
